正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.92,0,9
2,0,2,1.60,0,11
3,0,3,1.06,0,5
4,0,4,0.98,0,15
5,0,5,0.96,0,6
6,0,6,1.08,0,2
7,0,7,1.06,0,0
8,0,8,1.52,0,14
9,0,9,1.28,0,1
10,0,10,1.14,0,4
11,0,11,1.14,0,12
12,0,12,1.12,0,10
13,0,13,0.80,0,8
14,0,14,1.12,0,13
15,0,15,1.02,0,3
16,0,16,0.98,0,7
