正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,9
2,0,2,1.06,0,7
3,0,3,1.22,0,12
4,0,4,1.24,0,3
5,0,5,1.24,0,2
6,0,6,1.14,0,4
7,2,9,3.70,2,1
8,2,10,1.36,0,13
9,2,11,1.38,0,0
10,2,12,1.06,0,8
11,2,13,1.06,0,6
12,2,14,1.40,0,15
13,2,15,1.46,0,10
14,2,16,1.36,0,11
15,2,17,1.24,0,14
16,2,18,1.16,0,5
