正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.12,0,4
2,0,2,1.06,0,10
3,1,4,1.88,1,14
4,1,5,1.28,0,13
5,1,6,0.94,0,7
6,1,7,1.02,0,3
7,1,8,1.14,0,11
8,1,9,0.72,0,8
9,2,11,2.24,1,2
10,2,12,1.10,0,12
11,2,13,1.10,0,0
12,2,14,1.40,0,1
13,2,15,1.34,0,6
14,2,16,1.02,0,9
15,2,17,1.14,0,5
16,2,18,1.12,0,15
