正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.18,0,6
2,0,2,0.92,0,8
3,0,3,1.16,0,10
4,0,4,1.20,0,4
5,0,5,1.14,0,11
6,0,6,1.28,0,2
7,0,7,1.50,0,14
8,0,8,1.38,0,15
9,0,9,1.12,0,9
10,0,10,1.28,0,12
11,0,11,1.48,0,1
12,0,12,1.28,0,3
13,0,13,1.44,0,0
14,0,14,1.44,0,13
15,0,15,0.94,0,7
16,0,16,1.32,0,5
