正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.20,0,10
2,0,2,1.22,0,13
3,0,3,1.26,0,12
4,0,4,0.88,0,5
5,0,5,0.94,0,0
6,0,6,1.38,0,14
7,0,7,1.16,0,8
8,0,8,1.02,0,15
9,0,9,1.00,0,2
10,0,10,1.06,0,11
11,0,11,1.00,0,3
12,0,12,1.14,0,1
13,0,13,1.00,0,7
14,0,14,0.88,0,4
15,0,15,0.80,0,6
16,0,16,1.18,0,9
