正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,3
2,0,2,0.88,0,2
3,0,3,1.10,0,4
4,0,4,0.96,0,0
5,0,5,0.88,0,1
