正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,1
2,0,2,0.78,0,0
3,0,3,0.66,0,3
4,0,4,0.70,0,4
5,0,5,0.56,0,2
