正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.68,0,2
2,0,2,0.88,0,3
3,0,3,1.18,0,4
4,0,4,1.10,0,0
5,0,5,0.88,0,1
