正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.76,0,4
2,0,2,0.90,0,1
3,0,3,0.62,0,3
4,0,4,0.66,0,2
5,0,5,0.72,0,0
