正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.76,0,0
2,0,2,0.64,0,1
3,1,4,1.60,1,4
4,1,5,0.58,0,3
5,1,6,0.76,0,2
