正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.92,0,3
2,0,2,0.80,0,0
3,0,3,0.54,0,2
4,0,4,0.70,0,1
5,0,5,0.64,0,4
