正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.82,0,3
2,0,2,0.88,0,4
3,0,3,0.78,0,2
4,0,4,1.08,0,0
5,0,5,0.90,0,1
