正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.02,0,0
2,0,2,0.84,0,1
3,0,3,0.84,0,2
4,0,4,0.78,0,3
5,0,5,1.02,0,4
