正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.46,0,20
2,0,2,1.42,0,5
3,0,3,1.08,0,6
4,0,4,1.00,0,8
5,0,5,1.02,0,11
6,1,7,2.62,1,17
7,1,8,1.42,0,10
8,2,10,3.80,1,1
9,2,11,1.56,0,7
10,2,12,1.28,0,0
11,2,13,1.54,0,15
12,2,14,0.96,0,16
13,2,15,2.42,0,22
14,2,16,1.36,0,2
15,2,17,1.00,0,12
16,2,18,1.26,0,3
17,3,20,2.62,1,19
18,3,21,1.62,0,14
19,4,23,3.32,1,21
20,4,24,1.16,0,13
21,4,25,1.30,0,18
22,4,26,1.50,0,4
23,4,27,1.26,0,23
24,4,28,1.32,0,9
