正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.16,0,1
2,0,2,0.94,0,3
3,0,3,1.10,0,20
4,0,4,0.86,0,11
5,1,6,1.76,1,17
6,1,7,1.10,0,5
7,1,8,0.86,0,10
8,1,9,0.96,0,4
9,1,10,1.12,0,8
10,1,11,0.78,0,9
11,1,12,1.04,0,6
12,3,15,1.76,2,15
13,3,16,1.46,0,22
14,3,17,0.72,0,14
15,3,18,1.20,0,21
16,3,19,0.86,0,12
17,3,20,1.48,0,23
18,3,21,1.24,0,19
19,3,22,1.66,0,2
20,3,23,0.92,0,13
21,3,24,1.16,0,7
22,3,25,1.26,0,18
23,3,26,0.98,0,16
24,3,27,1.10,0,0
