正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.66,0,1
2,0,2,1.04,0,2
3,0,3,1.02,0,14
4,0,4,0.90,0,13
5,0,5,1.52,0,9
6,0,6,1.58,0,21
7,0,7,1.00,0,8
8,1,9,2.52,1,20
9,1,10,1.30,0,19
10,1,11,1.26,0,4
11,1,12,0.92,0,18
12,1,13,1.36,0,12
13,1,14,1.04,0,7
14,1,15,1.16,0,23
15,1,16,0.96,0,17
16,1,17,0.98,0,15
17,1,18,1.10,0,5
18,2,20,2.18,1,3
19,2,21,2.18,0,0
20,2,22,1.34,0,6
21,2,23,0.84,0,11
22,2,24,0.72,0,10
23,2,25,1.40,0,22
24,2,26,1.12,0,16
