正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,1,2,2.46,1,19
2,1,3,1.02,0,0
3,1,4,1.28,0,20
4,1,5,1.34,0,3
5,1,6,1.22,0,17
6,2,8,1.60,1,12
7,2,9,1.24,0,1
8,2,10,1.30,0,13
9,2,11,0.98,0,5
10,2,12,0.76,0,11
11,2,13,0.94,0,8
12,2,14,1.04,0,10
13,2,15,0.84,0,9
14,2,16,1.32,0,2
15,2,17,0.86,0,15
16,3,19,2.24,1,23
17,3,20,1.62,0,16
18,3,21,1.04,0,7
19,3,22,1.06,0,21
20,5,25,3.58,2,22
21,5,26,1.14,0,4
22,5,27,1.32,0,6
23,5,28,0.92,0,18
24,5,29,1.58,0,14
