正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.48,0,20
2,0,2,1.60,0,2
3,0,3,1.44,0,7
4,0,4,1.70,0,22
5,0,5,1.20,0,5
6,0,6,1.56,0,18
7,0,7,1.74,0,3
8,0,8,1.70,0,19
9,0,9,0.96,0,11
10,0,10,1.16,0,12
11,0,11,1.18,0,10
12,0,12,1.54,0,8
13,0,13,1.10,0,6
14,0,14,1.44,0,1
15,0,15,1.14,0,15
16,0,16,1.04,0,16
17,0,17,1.26,0,0
18,0,18,1.00,0,9
19,0,19,0.86,0,13
20,0,20,1.08,0,23
21,0,21,1.28,0,21
22,0,22,1.40,0,17
23,0,23,1.18,0,4
24,0,24,1.04,0,14
