正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.18,0,19
2,0,2,1.36,0,20
3,0,3,1.40,0,7
4,0,4,1.00,0,4
5,0,5,1.00,0,2
6,0,6,0.80,0,13
7,0,7,1.16,0,9
8,0,8,1.16,0,22
9,0,9,1.30,0,1
10,0,10,1.76,0,16
11,0,11,1.14,0,0
12,0,12,0.92,0,8
13,0,13,1.28,0,3
14,0,14,0.92,0,12
15,0,15,1.16,0,23
16,1,17,2.24,1,5
17,1,18,1.12,0,21
18,1,19,1.18,0,11
19,1,20,1.14,0,10
20,1,21,1.26,0,17
21,1,22,1.02,0,6
22,2,24,1.64,1,14
23,2,25,1.18,0,15
24,2,26,1.48,0,18
