正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.28,0,11
2,0,2,1.54,0,21
3,0,3,1.16,0,16
4,0,4,1.30,0,12
5,0,5,1.86,0,5
6,0,6,2.10,0,7
7,0,7,1.62,0,1
8,0,8,1.38,0,4
9,0,9,1.18,0,17
10,0,10,0.78,0,10
11,0,11,1.46,0,2
12,0,12,1.42,0,6
13,0,13,1.16,0,19
14,0,14,0.96,0,14
15,1,16,2.20,1,20
16,1,17,1.22,0,23
17,1,18,1.12,0,15
18,1,19,1.30,0,8
19,2,21,1.64,1,9
20,2,22,1.22,0,3
21,2,23,0.80,0,13
22,2,24,1.72,0,22
23,2,25,1.16,0,0
24,3,27,1.70,1,18
