正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.80,0,12
2,0,2,0.92,0,9
3,0,3,1.18,0,4
4,0,4,1.14,0,17
5,0,5,0.88,0,18
6,0,6,1.18,0,3
7,0,7,1.10,0,15
8,0,8,1.20,0,14
9,0,9,1.22,0,8
10,1,11,1.88,1,1
11,1,12,1.22,0,6
12,1,13,1.26,0,23
13,1,14,1.02,0,10
14,1,15,1.32,0,19
15,1,16,0.90,0,11
16,1,17,1.26,0,7
17,2,19,3.00,1,22
18,2,20,1.34,0,13
19,2,21,1.26,0,21
20,2,22,1.18,0,5
21,2,23,1.48,0,2
22,2,24,0.92,0,0
23,2,25,1.12,0,20
24,2,26,0.94,0,16
