正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,5
2,0,2,1.32,0,4
3,0,3,1.00,0,2
4,0,4,1.02,0,11
5,0,5,0.94,0,13
6,0,6,0.98,0,16
7,0,7,1.04,0,23
8,1,9,2.16,1,22
9,1,10,0.98,0,9
10,1,11,1.10,0,3
11,1,12,1.30,0,7
12,1,13,1.14,0,19
13,1,14,1.34,0,18
14,1,15,1.46,0,21
15,1,16,0.90,0,8
16,1,17,1.40,0,15
17,1,18,0.90,0,14
18,1,19,0.98,0,6
19,1,20,1.42,0,20
20,1,21,1.08,0,1
21,1,22,1.12,0,0
22,1,23,1.60,0,12
23,1,24,0.96,0,10
24,1,25,1.04,0,17
