正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.12,0,10
2,0,2,1.42,0,20
3,0,3,1.58,0,18
4,0,4,1.38,0,4
5,2,7,3.42,2,21
6,2,8,1.44,0,22
7,2,9,1.56,0,7
8,2,10,1.22,0,17
9,2,11,1.08,0,0
10,2,12,1.34,0,5
11,3,14,2.28,1,2
12,3,15,1.66,0,19
13,4,17,1.96,1,3
14,4,18,1.48,0,9
15,5,20,2.72,1,14
16,5,21,2.06,0,1
17,5,22,1.14,0,23
18,6,24,1.84,1,12
19,6,25,1.40,0,8
20,6,26,1.30,0,16
21,6,27,1.26,0,11
22,6,28,1.44,0,6
23,6,29,1.36,0,15
24,6,30,1.42,0,13
