正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,2,3,2.44,2,18
2,3,5,2.42,1,20
3,3,6,1.14,0,15
4,3,7,1.72,0,23
5,3,8,1.66,0,17
6,3,9,1.54,0,8
7,4,11,2.82,1,6
8,4,12,0.94,0,9
9,4,13,1.62,0,21
10,4,14,1.62,0,7
11,4,15,1.38,0,4
12,4,16,1.20,0,3
13,4,17,1.24,0,19
14,4,18,1.12,0,5
15,4,19,1.46,0,16
16,4,20,0.78,0,13
17,4,21,1.38,0,2
18,4,22,1.26,0,10
19,4,23,1.12,0,11
20,4,24,1.30,0,0
21,4,25,1.16,0,14
22,4,26,1.74,0,1
23,4,27,0.86,0,12
24,4,28,1.42,0,22
