正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,15
2,0,2,1.18,0,10
3,1,4,2.78,1,20
4,1,5,1.60,0,0
5,1,6,1.18,0,17
6,1,7,1.26,0,3
7,1,8,1.00,0,12
8,1,9,1.10,0,11
9,1,10,1.38,0,6
10,1,11,1.38,0,23
11,1,12,1.20,0,22
12,1,13,1.32,0,5
13,1,14,0.96,0,13
14,1,15,1.26,0,21
15,1,16,1.30,0,8
16,2,18,2.84,1,18
17,2,19,2.06,0,4
18,2,20,1.44,0,7
19,2,21,1.22,0,19
20,2,22,1.08,0,16
21,2,23,1.22,0,9
22,3,25,2.52,1,2
23,3,26,1.50,0,1
24,3,27,1.16,0,14
