正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.32,0,3
2,0,2,0.84,0,7
3,0,3,1.04,0,0
4,0,4,1.40,0,11
5,0,5,1.12,0,5
6,0,6,0.86,0,14
7,0,7,1.20,0,17
8,0,8,1.10,0,23
9,0,9,0.98,0,10
10,0,10,0.94,0,13
11,1,12,2.04,1,21
12,1,13,0.80,0,8
13,1,14,1.34,0,19
14,1,15,0.72,0,12
15,1,16,1.06,0,16
16,1,17,1.08,0,6
17,1,18,0.86,0,15
18,1,19,0.96,0,20
19,1,20,1.02,0,4
20,1,21,1.28,0,2
21,2,23,2.56,1,1
22,2,24,0.98,0,9
23,2,25,1.66,0,22
24,2,26,1.38,0,18
