正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.78,0,6
2,0,2,1.50,0,18
3,0,3,1.88,0,4
4,0,4,1.42,0,2
5,0,5,1.18,0,5
6,0,6,1.54,0,19
7,0,7,1.26,0,9
8,0,8,1.10,0,21
9,1,10,2.10,1,1
10,1,11,1.06,0,16
11,2,13,2.58,1,7
12,2,14,0.88,0,11
13,2,15,1.36,0,8
14,2,16,1.24,0,23
15,2,17,1.40,0,22
16,3,19,2.20,1,14
17,3,20,1.10,0,3
18,3,21,1.02,0,12
19,3,22,1.60,0,17
20,3,23,1.26,0,15
21,3,24,0.92,0,13
22,3,25,1.74,0,20
23,3,26,1.46,0,10
24,3,27,1.60,0,0
