正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.16,0,7
2,0,2,2.08,0,23
3,0,3,1.58,0,3
4,0,4,1.38,0,20
5,0,5,1.20,0,19
6,0,6,1.42,0,16
7,1,8,1.52,1,13
8,1,9,2.16,0,22
9,1,10,1.10,0,14
10,1,11,1.20,0,17
11,1,12,0.86,0,9
12,1,13,1.32,0,0
13,1,14,1.48,0,1
14,1,15,1.24,0,2
15,1,16,0.86,0,12
16,2,18,2.08,1,15
17,2,19,1.26,0,8
18,2,20,1.20,0,6
19,2,21,1.36,0,4
20,2,22,1.62,0,18
21,3,24,2.92,1,21
22,3,25,1.24,0,10
23,3,26,1.20,0,11
24,3,27,1.80,0,5
