正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.44,0,13
2,0,2,0.98,0,14
3,0,3,0.88,0,6
4,0,4,1.02,0,8
5,0,5,0.86,0,9
6,0,6,1.12,0,10
7,0,7,1.22,0,1
8,0,8,0.84,0,5
9,0,9,1.10,0,11
10,0,10,0.90,0,12
11,0,11,0.84,0,4
12,0,12,0.92,0,3
13,0,13,0.92,0,7
14,0,14,1.00,0,2
15,0,15,1.02,0,0
