正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,14
2,0,2,1.08,0,5
3,0,3,1.34,0,1
4,0,4,1.10,0,10
5,0,5,1.08,0,2
6,0,6,1.10,0,3
7,0,7,1.44,0,11
8,0,8,1.02,0,6
9,0,9,1.02,0,13
10,2,12,3.32,2,0
11,2,13,0.98,0,8
12,2,14,0.88,0,9
13,2,15,1.32,0,12
14,2,16,0.86,0,7
15,2,17,1.06,0,4
