正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.18,0,13
2,0,2,1.16,0,12
3,0,3,0.98,0,6
4,0,4,1.28,0,1
5,0,5,1.14,0,2
6,0,6,1.28,0,3
7,0,7,1.02,0,5
8,0,8,1.06,0,4
9,0,9,1.24,0,10
10,0,10,1.06,0,7
11,1,12,2.04,1,0
12,1,13,1.40,0,9
13,1,14,1.02,0,8
14,1,15,1.74,0,14
15,1,16,1.12,0,11
