正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.68,0,8
2,1,3,2.50,1,11
3,1,4,0.90,0,6
4,1,5,1.12,0,0
5,2,7,2.32,1,12
6,2,8,0.98,0,10
7,2,9,1.24,0,1
8,2,10,1.04,0,14
9,2,11,1.08,0,4
10,2,12,1.16,0,9
11,2,13,0.88,0,5
12,2,14,1.18,0,13
13,2,15,0.92,0,7
14,2,16,1.22,0,3
15,2,17,1.14,0,2
