正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.88,0,3
2,0,2,0.82,0,11
3,0,3,0.78,0,9
4,0,4,0.98,0,7
5,0,5,1.00,0,0
6,0,6,0.66,0,5
7,0,7,0.84,0,8
8,0,8,0.98,0,1
9,1,10,1.74,1,12
10,1,11,0.96,0,2
11,1,12,1.12,0,4
12,1,13,0.70,0,10
13,1,14,0.66,0,6
14,1,15,1.24,0,14
15,1,16,0.94,0,13
