正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,5
2,0,2,0.76,0,7
3,0,3,1.16,0,1
4,0,4,0.82,0,6
5,0,5,1.08,0,3
6,0,6,1.38,0,12
7,0,7,0.80,0,8
8,0,8,1.22,0,11
9,0,9,1.02,0,2
10,0,10,1.12,0,13
11,0,11,1.54,0,14
12,0,12,0.90,0,4
13,0,13,0.90,0,10
14,0,14,1.20,0,0
15,0,15,1.00,0,9
