正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,5
2,0,2,0.88,0,9
3,0,3,0.94,0,10
4,0,4,0.86,0,14
5,0,5,0.78,0,8
6,0,6,0.96,0,2
7,0,7,0.90,0,3
8,0,8,1.02,0,1
9,0,9,0.94,0,11
10,0,10,0.90,0,7
11,0,11,1.00,0,0
12,0,12,0.90,0,4
13,0,13,0.72,0,6
14,0,14,1.30,0,13
15,0,15,1.16,0,12
