正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.26,0,3
2,0,2,0.74,0,9
3,0,3,0.98,0,13
4,0,4,0.80,0,4
5,0,5,0.94,0,7
6,1,7,1.46,1,10
7,3,10,2.60,2,12
8,3,11,0.98,0,0
9,4,13,2.22,1,2
10,4,14,0.96,0,8
11,4,15,0.98,0,1
12,4,16,0.80,0,14
13,4,17,0.60,0,11
14,4,18,0.98,0,6
15,4,19,0.90,0,5
