正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.86,0,12
2,0,2,0.78,0,6
3,0,3,0.88,0,14
4,0,4,0.68,0,10
5,0,5,0.76,0,3
6,0,6,0.72,0,7
7,1,8,1.72,1,2
8,1,9,0.80,0,11
9,3,12,3.40,2,13
10,3,13,1.10,0,9
11,4,15,1.16,1,1
12,4,16,0.94,0,0
13,4,17,0.66,0,5
14,4,18,0.56,0,8
15,4,19,0.66,0,4
