正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,6
2,0,2,1.14,0,11
3,0,3,0.88,0,5
4,0,4,1.14,0,1
5,0,5,0.86,0,7
6,0,6,0.94,0,2
7,0,7,0.94,0,4
8,0,8,1.08,0,14
9,0,9,0.90,0,3
10,0,10,0.72,0,9
11,1,12,2.12,1,12
12,1,13,1.04,0,8
13,1,14,1.02,0,13
14,1,15,1.26,0,0
15,1,16,0.78,0,10
