正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,13
2,0,2,0.92,0,1
3,1,4,1.30,1,2
4,1,5,1.02,0,5
5,1,6,0.96,0,0
6,1,7,0.98,0,12
7,1,8,0.92,0,4
8,1,9,0.94,0,11
9,1,10,0.94,0,6
10,1,11,0.76,0,10
11,1,12,0.86,0,7
12,1,13,0.62,0,8
13,1,14,0.80,0,14
14,1,15,1.10,0,3
15,1,16,0.60,0,9
