正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.24,0,8
2,0,2,0.78,0,10
3,0,3,1.70,0,18
4,0,4,0.94,0,9
5,0,5,1.40,0,15
6,0,6,1.40,0,3
7,0,7,1.34,0,5
8,0,8,1.06,0,14
9,0,9,1.54,0,7
10,1,11,2.26,1,2
11,1,12,0.94,0,12
12,1,13,1.24,0,16
13,1,14,1.70,0,1
14,1,15,1.04,0,17
15,1,16,1.50,0,13
16,1,17,0.96,0,19
17,1,18,0.96,0,11
18,1,19,0.92,0,6
19,2,21,2.00,1,0
20,2,22,1.94,0,4
