正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.12,0,4
2,0,2,1.48,0,0
3,0,3,1.62,0,15
4,0,4,1.54,0,2
5,0,5,1.04,0,10
6,0,6,1.04,0,12
7,0,7,0.96,0,11
8,0,8,1.32,0,3
9,0,9,1.26,0,13
10,0,10,1.12,0,7
11,1,12,2.64,1,19
12,1,13,1.44,0,1
13,1,14,1.72,0,18
14,1,15,1.32,0,17
15,1,16,0.94,0,9
16,1,17,1.10,0,16
17,1,18,1.52,0,6
18,1,19,1.16,0,5
19,1,20,1.04,0,8
20,2,22,1.92,1,14
