正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.24,0,2
2,0,2,1.02,0,11
3,0,3,1.20,0,10
4,0,4,1.18,0,1
5,0,5,1.46,0,4
6,0,6,0.78,0,8
7,0,7,1.58,0,17
8,0,8,1.26,0,12
9,0,9,2.08,0,18
10,0,10,1.38,0,13
11,0,11,1.30,0,6
12,0,12,1.32,0,5
13,0,13,1.12,0,15
14,0,14,1.22,0,3
15,0,15,1.24,0,7
16,0,16,1.36,0,14
17,0,17,0.88,0,9
18,0,18,1.60,0,19
19,0,19,1.54,0,16
20,0,20,1.70,0,0
