正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.10,0,15
2,0,2,0.68,0,11
3,0,3,1.00,0,16
4,0,4,0.86,0,9
5,0,5,0.84,0,12
6,0,6,0.92,0,0
7,0,7,1.02,0,4
8,0,8,0.82,0,6
9,0,9,1.06,0,7
10,1,11,2.22,1,18
11,1,12,0.90,0,8
12,1,13,0.88,0,1
13,2,15,1.36,1,17
14,2,16,1.10,0,2
15,2,17,1.06,0,3
16,2,18,0.96,0,19
17,2,19,0.94,0,10
18,2,20,1.26,0,14
19,2,21,1.06,0,5
20,2,22,1.08,0,13
