正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.12,0,2
2,0,2,0.86,0,6
3,0,3,0.98,0,5
4,0,4,0.84,0,8
5,0,5,1.22,0,12
6,0,6,0.88,0,13
7,0,7,0.78,0,11
8,0,8,1.32,0,3
9,0,9,1.06,0,7
10,0,10,1.16,0,14
11,0,11,1.04,0,0
12,0,12,0.96,0,10
13,0,13,1.58,0,1
14,0,14,1.18,0,9
15,0,15,1.64,0,18
16,0,16,1.02,0,17
17,0,17,1.28,0,4
18,0,18,0.98,0,15
19,1,20,2.42,1,19
20,1,21,1.28,0,16
