正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.90,0,5
2,0,2,1.18,0,13
3,0,3,0.88,0,9
4,0,4,0.98,0,11
5,0,5,0.94,0,0
6,0,6,1.04,0,7
7,0,7,0.96,0,18
8,0,8,1.06,0,17
9,0,9,0.98,0,14
10,0,10,1.30,0,12
11,0,11,0.94,0,15
12,0,12,1.16,0,2
13,0,13,1.00,0,10
14,0,14,1.02,0,3
15,0,15,1.18,0,1
16,0,16,0.84,0,19
17,0,17,0.82,0,8
18,0,18,0.94,0,16
19,0,19,0.90,0,6
20,0,20,0.90,0,4
