正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,18
2,0,2,1.08,0,17
3,0,3,0.96,0,0
4,0,4,0.84,0,19
5,0,5,0.82,0,8
6,0,6,1.26,0,1
7,0,7,1.36,0,12
8,0,8,1.02,0,3
9,0,9,0.78,0,11
10,0,10,0.82,0,7
11,0,11,0.96,0,2
12,0,12,1.16,0,13
13,0,13,1.04,0,16
14,0,14,1.06,0,15
15,0,15,0.96,0,14
16,0,16,1.24,0,4
17,0,17,0.86,0,10
18,0,18,1.04,0,5
19,0,19,0.92,0,6
20,0,20,0.78,0,9
