正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,3.96,0,2
2,0,2,1.16,0,5
3,0,3,1.04,0,10
4,0,4,1.32,0,6
5,0,5,1.14,0,4
6,0,6,1.50,0,16
7,0,7,1.58,0,18
8,0,8,0.80,0,9
9,0,9,1.56,0,13
10,0,10,1.14,0,8
11,1,12,2.54,1,0
12,2,14,1.80,1,12
13,2,15,1.58,0,19
14,2,16,1.58,0,15
15,2,17,0.86,0,11
16,2,18,1.52,0,3
17,2,19,1.34,0,17
18,2,20,1.14,0,7
19,2,21,1.38,0,1
20,2,22,1.46,0,14
