正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,9
2,0,2,1.48,0,18
3,0,3,1.22,0,2
4,0,4,1.24,0,17
5,0,5,1.18,0,13
6,0,6,1.62,0,19
7,0,7,1.28,0,14
8,0,8,1.14,0,10
9,0,9,0.78,0,11
10,0,10,1.06,0,5
11,0,11,0.90,0,8
12,0,12,1.62,0,15
13,0,13,0.98,0,0
14,0,14,1.12,0,16
15,0,15,1.22,0,12
16,0,16,1.10,0,1
17,0,17,1.14,0,3
18,0,18,0.80,0,7
19,0,19,1.34,0,4
20,0,20,1.74,0,6
