正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.40,0,5
2,0,2,1.86,0,0
3,0,3,1.52,0,19
4,0,4,1.68,0,12
5,0,5,2.14,0,15
6,0,6,1.80,0,4
7,0,7,1.94,0,10
8,0,8,1.14,0,9
9,1,10,2.60,1,17
10,1,11,1.74,0,14
11,1,12,1.24,0,8
12,1,13,1.90,0,3
13,1,14,1.24,0,7
14,1,15,0.98,0,11
15,1,16,1.60,0,1
16,1,17,1.80,0,13
17,1,18,1.48,0,2
18,1,19,1.92,0,18
19,1,20,1.88,0,16
20,1,21,1.72,0,6
