正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.42,0,7
2,0,2,1.02,0,8
3,0,3,1.54,0,2
4,0,4,1.16,0,1
5,0,5,1.08,0,5
6,0,6,0.98,0,4
7,0,7,1.06,0,17
8,0,8,1.44,0,11
9,0,9,1.10,0,10
10,0,10,0.92,0,16
11,0,11,0.78,0,6
12,1,13,1.60,1,12
13,1,14,1.00,0,9
14,1,15,1.12,0,0
15,1,16,1.00,0,3
16,1,17,1.48,0,15
17,1,18,1.52,0,13
18,1,19,1.30,0,14
19,3,22,4.02,2,18
20,3,23,1.02,0,19
