正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.64,0,5
2,0,2,1.04,0,0
3,0,3,1.34,0,4
4,0,4,0.90,0,13
5,1,6,2.34,1,17
6,1,7,1.24,0,2
7,1,8,0.86,0,11
8,1,9,1.18,0,14
9,1,10,1.14,0,3
10,1,11,1.52,0,6
11,1,12,0.92,0,8
12,1,13,1.06,0,1
13,2,15,2.46,1,18
14,2,16,1.54,0,19
15,2,17,1.20,0,9
16,2,18,1.44,0,16
17,3,20,1.80,1,10
18,3,21,0.88,0,7
19,3,22,1.06,0,15
20,3,23,0.86,0,12
