正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.28,0,18
2,0,2,1.20,0,19
3,0,3,1.20,0,13
4,0,4,1.34,0,2
5,0,5,1.44,0,0
6,0,6,1.42,0,3
7,0,7,1.46,0,1
8,0,8,1.00,0,10
9,0,9,1.18,0,4
10,0,10,1.10,0,7
11,0,11,1.22,0,14
12,0,12,1.02,0,11
13,0,13,1.40,0,6
14,0,14,1.34,0,15
15,0,15,1.30,0,5
16,0,16,1.50,0,16
17,0,17,1.50,0,17
18,0,18,1.04,0,9
19,0,19,1.28,0,8
20,0,20,1.30,0,12
