正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,19
2,0,2,0.96,0,0
3,0,3,0.84,0,10
4,0,4,0.78,0,12
5,0,5,0.96,0,8
6,1,7,1.92,1,13
7,2,9,1.54,1,17
8,3,11,2.34,1,18
9,3,12,1.30,0,6
10,4,14,1.38,1,1
11,4,15,0.72,0,9
12,4,16,0.96,0,16
13,4,17,0.92,0,4
14,5,19,1.22,1,5
15,5,20,0.96,0,7
16,5,21,0.78,0,14
17,5,22,1.00,0,3
18,5,23,0.90,0,2
19,5,24,0.86,0,15
20,6,26,1.44,1,11
