正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.26,0,1
2,0,2,0.98,0,2
3,0,3,0.88,0,3
4,0,4,1.42,0,0
5,0,5,1.06,0,4
6,0,6,1.16,0,5
