正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,4
2,0,2,0.90,0,3
3,0,3,1.02,0,2
4,0,4,1.22,0,0
5,0,5,1.22,0,5
6,0,6,1.08,0,1
