正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.94,0,3
2,1,3,1.68,1,4
3,1,4,0.94,0,2
4,1,5,0.82,0,1
5,1,6,1.16,0,0
6,1,7,1.12,0,5
