正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.50,0,0
2,0,2,1.20,0,4
3,0,3,1.12,0,3
4,0,4,0.92,0,2
5,0,5,1.36,0,1
6,0,6,1.66,0,5
