正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.16,0,3
2,0,2,1.08,0,1
3,0,3,1.64,0,5
4,0,4,0.80,0,2
5,0,5,1.42,0,0
6,0,6,1.04,0,4
