正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.80,0,2
2,0,2,0.82,0,3
3,0,3,0.94,0,4
4,0,4,1.14,0,0
5,0,5,0.90,0,1
6,0,6,0.96,0,5
