正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.74,0,4
2,0,2,1.00,0,1
3,0,3,0.80,0,3
4,0,4,0.76,0,2
5,0,5,0.74,0,0
6,0,6,0.58,0,5
