正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.74,0,3
2,0,2,1.20,0,5
3,0,3,0.64,0,2
4,0,4,0.86,0,1
5,0,5,0.88,0,4
6,0,6,0.94,0,0
