正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,1
2,0,2,0.86,0,3
3,0,3,1.00,0,5
4,0,4,0.66,0,4
5,0,5,1.18,0,0
6,0,6,0.74,0,2
