正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.98,0,5
2,0,2,0.74,0,3
3,0,3,0.92,0,4
4,0,4,0.72,0,1
5,0,5,0.74,0,0
6,0,6,0.44,0,2
