正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.26,0,0
2,0,2,0.68,0,1
3,0,3,0.84,0,5
4,0,4,0.70,0,2
5,0,5,0.68,0,4
6,0,6,0.60,0,3
